id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
24652644,Comfy Cozy - 12 Minutes from Manhattan,31789510,Raisa,Queens,Woodside,40.74667,-73.90202,Entire home/apt,100,3,8,2019-01-01,0.55,1,0
24753221,Rare gem of an apartment in NYC.  So Spacious!,3749502,Aaron,Manhattan,Washington Heights,40.83856,-73.94411,Private room,65,3,23,2019-06-19,1.65,1,1
24863288,Cozy 1-Bedroom Apartment in Harlem,29026712,Haydenn,Manhattan,Harlem,40.81717,-73.93918,Entire home/apt,70,2,2,2018-06-04,0.15,1,0
24868956,新一处客居(Newplace2),187908645,Jimmy,Queens,Flushing,40.75686,-73.83279,Private room,60,1,33,2019-06-22,2.36,4,49
24873530,Bed-Stuy 2 Bedroom Beauty w/ Spacious Living Room,26178850,Anna,Brooklyn,Bedford-Stuyvesant,40.68344,-73.93308,Private room,45,5,19,2019-05-27,1.34,1,199
24910361,"""The Little House by the Sea""",188328775,Donna,Queens,Neponsit,40.57043,-73.85821,Entire home/apt,200,2,7,2019-07-06,0.55,1,44
24917079,Spacious Centrally Located 1 Bedroom Apartment,33225521,Kate,Manhattan,East Village,40.72888,-73.99019,Entire home/apt,300,1,8,2019-05-16,0.58,1,16
25033659,Brooklyn Hidden Oasis.,64542737,Ana,Brooklyn,East New York,40.6724,-73.87641,Entire home/apt,175,3,10,2019-06-17,0.74,1,292
25187986,COZY ONE BEDROOM APARTMENT IN MANHATTAN,186810935,Liza,Manhattan,Upper East Side,40.77646,-73.96026,Entire home/apt,180,1,81,2019-07-07,6.12,1,228
25350875,String lights home 1 min to subway,7772526,Ting Yi,Brooklyn,Bushwick,40.68669,-73.91573,Entire home/apt,140,3,14,2019-06-12,1.05,2,229
25356696,Spacious room w/ ensuite in heart of East Village,6101536,Josh,Manhattan,East Village,40.72852,-73.99009,Private room,150,3,34,2019-06-28,2.91,1,3
25503149,Peaceful apartment for 2,57783233,Maia,Queens,East Elmhurst,40.75767,-73.89299,Entire home/apt,50,1,2,2018-08-04,0.16,1,0
25521464,NYC Beachfront Getaway,192594401,Jackee,Queens,Arverne,40.58821,-73.79755,Entire home/apt,325,3,21,2019-06-23,1.59,1,299
25554120,Cozy and modern one Bedroom Apartment,192793716,Claudia,Manhattan,Upper East Side,40.77637,-73.95151,Entire home/apt,149,30,25,2019-06-04,2.01,1,0
25619146,Beautiful Parlor Fl. 1 br - Historic Clinton hill,31829334,Maritza,Brooklyn,Clinton Hill,40.68339,-73.9645,Entire home/apt,99,30,3,2018-09-16,0.25,2,40
25710052,Cozy bedroom in Bushwick!,45859780,Alexandria,Brooklyn,Bushwick,40.68785,-73.91361,Private room,60,1,5,2018-10-01,0.39,1,0
25740704,Beautifully Renovated 3BD/2BA ☆ 1 Block to Subway,193151416,Mohammed,Brooklyn,East Flatbush,40.64707,-73.95074,Entire home/apt,140,2,64,2019-07-06,4.96,1,220
25807578,Cute Brooklyn One Bedroom Apartment,22208953,Kirstie,Brooklyn,Prospect-Lefferts Gardens,40.65548,-73.95707,Entire home/apt,100,7,5,2018-08-06,0.39,1,1
25809641,Light & Spacious Artist Loft with Vintage Charm,28484697,Mariah,Brooklyn,Red Hook,40.67304,-74.01231,Entire home/apt,200,2,10,2019-05-23,0.87,1,345
25815620,Bronx 1 bedroom studio apartment,179677211,Bettina,Bronx,Van Nest,40.84787,-73.86177,Entire home/apt,107,1,47,2019-06-23,3.63,3,8
25872986,Your special place in Manhattan BACK room,191765199,Elena,Manhattan,Washington Heights,40.83373,-73.94182,Private room,88,1,18,2019-06-02,1.38,6,90
25914288,PVT room cozy & warm w/fridge 15mins to NY airport,37939474,Isaac And Eunice,Queens,Jamaica,40.70713,-73.78342,Private room,37,2,34,2019-06-24,2.63,1,331
25967894,Modern newly renovated apartment with balcony,47426611,Adriano,Manhattan,Washington Heights,40.84963,-73.9372,Entire home/apt,100,2,15,2019-06-23,1.39,1,48
25977386,Cost Effective Upper Manhattan Room,139191647,Tyler,Manhattan,Washington Heights,40.85612,-73.92888,Private room,215,1,0,,,1,179
26063436,Bk home away from home,193500709,Levi,Brooklyn,Bedford-Stuyvesant,40.67736,-73.90995,Private room,55,1,24,2019-06-13,1.96,3,64
26190559,Lapp House,196838948,Daniel,Queens,Kew Gardens Hills,40.72079,-73.82263,Entire home/apt,160,3,0,,,1,0
26199962,BELLA CASA large Studio - 5 mins to Times Square!!,16480700,Eddie&Vlad,Manhattan,Upper East Side,40.76451,-73.96744,Entire home/apt,249,1,37,2019-06-07,3.04,7,352
26224149,Brooklyn home with the view,191901037,Marsha,Brooklyn,Sheepshead Bay,40.58338,-73.93961,Private room,75,10,2,2019-05-08,0.2,2,146
26229979,New York Home with a back yard in Central Harlem.,150482926,Yann,Manhattan,Harlem,40.80898,-73.94591,Entire home/apt,295,5,3,2018-08-21,0.27,1,0
26253804,Hell's Kitchen Living Room Retreat,145072632,Andrea,Manhattan,Hell's Kitchen,40.75973,-73.98815,Shared room,65,2,13,2019-06-23,1.34,2,5
26254953,Gorgeous & spacious room in Bed-Stuy,2989773,Megan,Brooklyn,Bedford-Stuyvesant,40.68697,-73.95141,Private room,95,3,2,2019-05-29,0.17,1,38
26268189,!Captivating Private Room,154258141,Elsie,Brooklyn,Bushwick,40.68885,-73.91487,Private room,60,2,8,2019-06-15,0.74,10,356
26337274,Flatbush Fabulous,6032380,Christopher,Brooklyn,East Flatbush,40.63314,-73.94537,Entire home/apt,80,2,22,2019-03-24,1.77,1,0
26355142,Private bedroom w/pvt entrance near Times sq. 42D,190921808,John,Manhattan,Hell's Kitchen,40.75505,-73.99531,Private room,120,7,6,2019-06-14,0.5,47,332
26361306,Pent House Studio Minutes From Manhattan,123648417,Sean,Brooklyn,Flatbush,40.65401,-73.96212,Entire home/apt,125,1,22,2019-03-24,1.8,1,93
26408958,Spacious Room and PRIVATE bath in Harlem Townhouse,10747093,Byron,Manhattan,Harlem,40.8072,-73.94313,Private room,149,2,13,2019-05-08,1.42,1,185
26429962,Leli’s Modern Pad - Queen Bedroom,59982224,Leli,Brooklyn,East New York,40.67502,-73.87277,Private room,80,2,8,2019-06-16,1.76,4,41
26522398,Private room in Williamsburg Brooklyn,198900829,David,Brooklyn,Williamsburg,40.71142,-73.96141,Private room,80,5,1,2018-08-14,0.09,1,0
26594199,Room with a View,197516742,Sushmita,Manhattan,Kips Bay,40.74348,-73.97962,Entire home/apt,150,14,1,2018-07-10,0.08,1,0
26627762,Comfy Quiet Private Room in 3 bd/rm Apt.,200166257,Bryan,Manhattan,Washington Heights,40.85466,-73.92771,Private room,30,2,1,2018-07-30,0.09,1,0
26642831,The Best Place to stay in Manhattan,502829,Ildiko,Manhattan,Upper West Side,40.79083,-73.97531,Entire home/apt,225,3,3,2019-05-06,0.42,1,330
26689797,Harlem Bliss,28713609,Irma,Manhattan,East Harlem,40.8018,-73.9413,Entire home/apt,120,2,25,2019-06-11,2.06,1,6
26858223,COMFORTABLE PRIVATE ROOM - NEXT TO METRO,23188519,Emily Wes,Brooklyn,Bedford-Stuyvesant,40.69323,-73.94993,Private room,68,30,14,2019-06-13,1.26,6,365
26865972,Pretty Light Filled Apartment to Share,3395693,Cecille,Queens,Long Island City,40.75596,-73.92144,Private room,60,15,3,2019-03-03,0.29,1,148
26889078,Staten Island Garden Apartment Near Ferry,199535935,Tim,Staten Island,St. George,40.64641,-74.08502,Entire home/apt,130,2,52,2019-06-24,4.6,1,96
27067463,Private room for rent,2688409,Ia,Brooklyn,Borough Park,40.64436,-73.99866,Private room,55,3,0,,,1,363
27160398,Clean + Spacious.,204244117,Patrola,Manhattan,Harlem,40.82423,-73.95056,Private room,49,1,27,2019-06-12,2.41,2,180
27237591,*NO GUEST SERVICE FEE* One Bedroom Suite - Close to UN Headquarters,205031545,Red Awning,Manhattan,Midtown,40.75425,-73.96556,Entire home/apt,737,3,4,2019-05-28,0.36,49,249
27261168,Renovated Comfy 1 BDR in Prime Midtown~Close toALL,204348856,Ellie,Manhattan,Midtown,40.7562,-73.96796,Entire home/apt,125,1,35,2019-06-28,3.37,1,35
27262712,Unique Harlem experience in sunny lofted studio,205358796,Shana,Manhattan,Harlem,40.80765,-73.95484,Entire home/apt,112,3,4,2019-03-30,0.37,1,24
27279645,Private 4B Room in 4BR/2BA APT in Hell's Kitchen,137274917,David,Manhattan,Hell's Kitchen,40.76037,-73.9917,Private room,110,1,63,2019-06-23,5.71,12,267
27282297,Spacious Private Bedroom in North Brooklyn!  2-3,204527108,Nina,Brooklyn,Williamsburg,40.71763,-73.95594,Private room,87,30,0,,,3,310
27295492,HARLEM REBIRTH OF COOL,203982404,Maxime C/Armande C,Manhattan,East Harlem,40.8087,-73.93897,Private room,90,2,38,2019-06-27,3.36,6,0
27336613,Cozy Loft Apartment in Bushwick,74678395,Gabriela,Brooklyn,Bushwick,40.70624,-73.9177,Entire home/apt,130,5,14,2019-06-30,1.24,1,305
27337533,Private Room in a lovely Apartment,21621071,Ala,Brooklyn,Bedford-Stuyvesant,40.69156,-73.94846,Private room,30,4,3,2019-04-02,0.27,1,0
27433046,Room in Ditmas Park Mansion,1548010,John,Brooklyn,Flatbush,40.63952,-73.9601,Private room,48,30,3,2018-08-31,0.28,1,0
27491585,Private Room in Brooklyn Home,193502084,Linda,Brooklyn,Borough Park,40.64003,-74.00315,Private room,45,1,8,2019-04-01,0.76,8,0
27494734,New York - Columbia/Harlem big Apartment,22896813,Jacqueline,Manhattan,Morningside Heights,40.81382,-73.95939,Private room,100,3,1,2018-08-12,0.09,1,0
27546818,Staying Good location to close US OPEN,142289373,Ellen,Queens,Flushing,40.75361,-73.82014,Entire home/apt,450,3,0,,,1,0
27567455,Best Apartment in Bay Ridge,4232014,Izzie,Brooklyn,Bay Ridge,40.63348,-74.03088,Entire home/apt,100,2,8,2019-07-07,0.76,1,46
27673543,PLUSH APARTMENT WITH HIGH CEILINGS!,124743046,Mark,Brooklyn,Bedford-Stuyvesant,40.69155,-73.95714,Entire home/apt,250,4,36,2019-07-02,3.34,3,202
27694593,New York  East village Artsy Apartment,15537429,Walid,Manhattan,East Village,40.72658,-73.97753,Entire home/apt,158,2,21,2019-07-02,3.07,3,18
27703865,Brooklyn Private Apartment,209147067,Maria,Brooklyn,Borough Park,40.6448,-73.99524,Entire home/apt,120,2,5,2019-01-04,0.52,1,3
27723810,Sunny room with roof deck in Brooklyn,9503685,Aaron,Brooklyn,Bedford-Stuyvesant,40.69199,-73.9435,Private room,95,2,2,2018-09-09,0.19,2,0
27795234,Near LGA and JFK Airport Cozy Basement Room,194377255,Jimmy,Queens,East Elmhurst,40.76019,-73.88405,Private room,35,1,92,2019-07-01,8.87,4,344
27807260,Private room in East Harlem,50169207,Richie,Manhattan,East Harlem,40.79409,-73.94007,Private room,150,2,2,2019-06-10,0.24,2,67
27848370,Williamsburg Duplex with outdoor deck,266921,Jason,Brooklyn,Williamsburg,40.71399,-73.9454,Entire home/apt,144,6,1,2019-01-01,0.16,1,71
27876600,Peaceful garden + private studio in the UES,43888084,Elena,Manhattan,Upper East Side,40.78057,-73.95186,Entire home/apt,248,4,3,2019-04-16,0.31,1,100
27891791,Comfort Away from Home,205188960,Patrick,Brooklyn,East Flatbush,40.6491,-73.92532,Entire home/apt,75,3,12,2019-06-30,1.21,1,167
27989719,Private Room in Prospect Place,38886949,Nishant,Brooklyn,Prospect Heights,40.67893,-73.97113,Private room,250,16,0,,,2,89
28085491,1 Bedroom in NYC's Lower East Side! | Chinatown,50250626,Greg,Manhattan,Lower East Side,40.71882,-73.98554,Entire home/apt,185,1,52,2019-07-04,5.2,1,162
28184199,Luxury and comfort,212871974,Rushella,Brooklyn,Prospect-Lefferts Gardens,40.65849,-73.94791,Private room,100,3,2,2018-10-07,0.2,1,89
28240916,Perfect Bedroom  W/En Suite Bath & Terrace Access,20568490,Steve,Manhattan,Tribeca,40.72343,-74.00791,Private room,149,1,16,2019-06-24,1.62,1,337
28259695,D&G Chateau,106667717,Darian,Manhattan,Harlem,40.82761,-73.94192,Private room,85,1,9,2019-05-04,0.9,1,364
28324221,740 sqf large luxury apt w doorman midtown east,875830,Sacha,Manhattan,Midtown,40.75278,-73.97107,Entire home/apt,169,30,5,2019-05-13,0.7,1,280
28346019,Cozy accommodation in Queens for MAX 2 people,43044876,Haruhisa,Queens,Elmhurst,40.74316,-73.87285,Private room,40,29,2,2019-03-03,0.29,5,1
28354720,Oversized Studio right in the heart of Kips Bay,6744445,Steph,Manhattan,Kips Bay,40.7436,-73.98122,Entire home/apt,165,1,4,2019-01-01,0.42,1,0
28520092,2BR APT NEXT TO CENTRAL PARK & TIMES SQUARE,215259606,Kennyd,Manhattan,Hell's Kitchen,40.76542,-73.98754,Entire home/apt,300,1,61,2019-06-27,6.31,1,154
28607874,Sonder | Madison Ave | Spacious Studio + Gym,12243051,Sonder,Manhattan,Midtown,40.74584,-73.98474,Entire home/apt,237,29,0,,,96,365
28682647,Private room in Bushwick Brooklyn,216392786,Kaz,Brooklyn,Bushwick,40.6982,-73.93034,Private room,60,2,21,2019-05-28,2.31,1,57
28810799,Spacious Comfy livingroom Lounge spot in BronxHome,217290804,Robert,Bronx,Morris Park,40.85661,-73.85281,Shared room,40,1,2,2018-10-29,0.23,1,88
28835184,Bronx Apartment,217439132,Rosalyn,Bronx,Edenwald,40.88805,-73.83248,Entire home/apt,90,15,0,,,1,89
28838614,Sunny one bedroom renovated apartment,73638523,Stephany,Queens,Queens Village,40.72085,-73.7496,Entire home/apt,68,2,33,2019-06-30,3.6,1,282
28972637,Modern living in old Harlem (the Scream2),2802223,Raluca,Manhattan,Harlem,40.82921,-73.93802,Entire home/apt,125,60,2,2019-05-31,0.23,2,3
29005507,Sunny and Convenient Park Slope Room,2180581,Jana,Brooklyn,South Slope,40.66656,-73.98204,Private room,85,2,18,2019-05-30,1.99,2,0
29031768,ROOM Astoria 8 min to NWR train nice Neighborhood,203231204,Marco,Queens,Astoria,40.76538,-73.91168,Private room,105,1,2,2018-12-02,0.23,1,359
29228604,2 bedroom CONDO off 5th Ave - BRIGHT and homey,220197047,Sara And Hila,Manhattan,East Harlem,40.80173,-73.94517,Entire home/apt,280,30,32,2019-07-02,3.69,1,112
29236294,Elite Penthouse,213781715,Anting,Manhattan,NoHo,40.72858,-73.99141,Entire home/apt,179,1,4,2019-05-20,0.47,33,179
29299404,Spacious Studio in Historic Neighborhood,13646328,Katey,Manhattan,Upper West Side,40.79954,-73.96263,Entire home/apt,99,5,10,2019-06-29,1.55,1,29
29329429,2-story Apt in the heart of The Upper West Side!,80242144,Emily,Manhattan,Upper West Side,40.78461,-73.97801,Entire home/apt,199,1,6,2019-05-20,0.68,1,62
29339310,"""The Dumont"" Event Space",221036535,Terry,Brooklyn,East New York,40.66957,-73.86585,Entire home/apt,300,1,12,2019-06-29,1.49,1,175
29393457,2 Private Rooms Near Staten Island Ferry,204823078,Maria,Staten Island,South Beach,40.58639,-74.08943,Private room,100,2,6,2019-05-26,0.73,2,86
29393659,Private 2BR house Poyer st- 20 min to Manhattan,69439684,Michelle & Lily,Queens,Elmhurst,40.74111,-73.88184,Entire home/apt,179,2,31,2019-07-05,3.65,2,239
29411940,Charming & Sunny Brooklyn Heights Studio,5123477,Meryl,Brooklyn,Brooklyn Heights,40.69719,-73.99229,Entire home/apt,120,3,2,2019-05-23,0.82,1,1
29533923,One stop away from manhattan,91605357,Tina,Brooklyn,Williamsburg,40.7073,-73.95739,Private room,85,1,56,2019-06-26,7.0,2,51
29588528,(C) Brand New apto just few steps from the train,222659001,Rosana,Brooklyn,Bedford-Stuyvesant,40.67717,-73.91161,Private room,55,2,28,2019-07-01,3.43,4,167
29633187,J-BRAND NEW LUXURY ROOM 25 MIN DRIVE TO MANHATTAN,8814258,Nikole,Queens,South Ozone Park,40.673,-73.79552,Private room,64,3,1,2019-06-13,1.0,7,195
29656082,The Perfect Room 1 stop to East Village!,2967914,Nina,Brooklyn,Williamsburg,40.71435,-73.96292,Private room,102,1,56,2019-07-05,6.8,2,14
29761241,Midtown room in the center of the NYC universe.,215229943,Mark,Manhattan,Hell's Kitchen,40.76458,-73.98686,Private room,98,5,8,2019-05-26,0.98,1,179
29776064,New York Home with a View,51338091,Vander,Manhattan,Harlem,40.82816,-73.93827,Entire home/apt,130,7,1,2019-01-06,0.16,1,280
29906282,Full apt for 6 in a conveniently located area,67480949,Dawa & Phurpa,Queens,Jackson Heights,40.75478,-73.88786,Entire home/apt,105,1,28,2019-06-28,3.85,1,113
29959104,Warm Spacious Bedroom in Historical Harlem!!!,225249198,Erica,Manhattan,Harlem,40.81927,-73.93886,Private room,200,1,8,2019-04-13,1.13,1,0
30006770,Sleek + Modern FiDi 1BR in Luxury Building by Blueground,107434423,Blueground,Manhattan,Financial District,40.70425,-74.00856,Entire home/apt,325,30,0,,,232,304
30016740,Cozy Yogi Crash Pad :),224637257,Shep,Brooklyn,Flatbush,40.64491,-73.9573,Private room,55,2,17,2019-04-28,2.31,2,142
30067550,1 Sunny Sublet in Crown Heights 3 BR Apt,7569336,Simona,Brooklyn,Crown Heights,40.66988,-73.94682,Private room,60,20,1,2018-11-30,0.14,1,64
30109697,Nicely appointed BIG one bedroom off Central Park,1385157,Brian,Manhattan,Upper West Side,40.78318,-73.97372,Entire home/apt,130,30,1,2019-04-12,0.34,5,261
30169470,LOWER EAST SIDE (private room),1384016,Ignacio,Manhattan,Lower East Side,40.71501,-73.98478,Private room,95,2,5,2019-06-18,0.71,1,165
30193035,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #7,205031545,Red Awning,Manhattan,Midtown,40.75381,-73.96724,Entire home/apt,675,28,2,2019-02-17,0.31,49,224
30286771,Uptown Manhattan Private Room,19312868,Carla,Manhattan,Washington Heights,40.83324,-73.94072,Private room,70,1,0,,,1,0
30326645,Best Scenic Night View In Riverside DR NYC,198442706,Marii,Bronx,Edenwald,40.88229,-73.84295,Private room,80,1,0,,,1,365
30427406,Cozy Room for the Holidays in the Heart of Astoria,166794407,Bruna,Queens,Astoria,40.76677,-73.91169,Shared room,55,5,0,,,3,83
30440226,Sky-luxury building 1b1b Main bedroom rental,217642173,Xiangjun,Manhattan,Hell's Kitchen,40.76243,-73.99901,Private room,207,1,3,2019-05-29,0.74,2,82
30448678,Bed in a shared male room2,224074972,Askhat,Brooklyn,Bedford-Stuyvesant,40.694,-73.94355,Shared room,30,2,18,2019-07-07,2.57,4,192
30462343,⭐SPRING/SUMMER SALE- LARGE OUTDOOR PATIO⭐,216428022,Frankie,Manhattan,Chelsea,40.74877,-73.99754,Entire home/apt,299,2,10,2019-04-28,1.46,1,271
30499109,NYC Christmas spirt entire apartment in Brooklyn,1513294,Urszula,Brooklyn,Bushwick,40.69811,-73.91176,Entire home/apt,95,222,1,2019-01-08,0.16,2,85
30508185,Cozy private bedroom,228709796,Sujeiry,Queens,Howard Beach,40.66894,-73.85369,Private room,40,1,3,2019-07-06,0.47,1,20
30532068,Astorias spacious room in a historical mansion!!,229104353,Abram,Queens,Astoria,40.77606,-73.92804,Private room,91,2,0,,,2,341
30590265,Charming Private Apartment near Brooklyn Museum1BR,229181517,Rose,Brooklyn,Crown Heights,40.67179,-73.95363,Entire home/apt,125,3,18,2019-07-01,2.61,1,96
30694626,Clinton Hill Quiet stylish 2 bedroom,541486,Max,Brooklyn,Bedford-Stuyvesant,40.68736,-73.9564,Entire home/apt,160,1,9,2019-06-02,1.39,2,6
30718403,Local Paradise,141931484,Xie,Brooklyn,Flatlands,40.62815,-73.92898,Private room,69,2,15,2019-06-29,2.2,3,329
30735839,Comfy & Modern Private Bedroom w/ Bunkbed,230037325,Jay,Brooklyn,Bedford-Stuyvesant,40.67999,-73.90701,Private room,55,1,3,2019-06-23,1.5,6,163
30766643,Bright & Cozy Manhattan Home | Central Location,230049837,Crystal,Manhattan,Murray Hill,40.7493,-73.98119,Entire home/apt,129,3,6,2019-05-27,0.93,2,22
30789224,Pvt Room in Quiet Home JFK 6mi LGA 10 mi -Silver,230025652,Kafayat,Queens,Queens Village,40.70359,-73.74859,Private room,38,2,14,2019-04-27,2.71,4,6
30799348,Penthouse Gorgeous Apartment Stay,161769990,William,Brooklyn,Bedford-Stuyvesant,40.68964,-73.9508,Private room,45,7,8,2019-04-17,1.16,2,0
30853694,Entire Loft with a bedroom and walk-in closet,14276413,Sedef,Brooklyn,Bedford-Stuyvesant,40.69066,-73.95922,Entire home/apt,300,2,2,2019-01-01,0.3,1,0
30855904,NEWLY FURNISHED Luxury Studio at Park Avenue South,102763353,Krysia,Manhattan,Midtown,40.74248,-73.98434,Entire home/apt,160,30,1,2019-01-06,0.16,2,0
30875053,INCREDIBLE 1-BEDROOM IN MANHATTAN TOO,230670970,Jenuine,Manhattan,Harlem,40.81573,-73.94036,Entire home/apt,195,30,2,2019-05-13,0.62,1,239
30882957,Greenpoint Light & Plant filled Apt mins from city,37147077,Ashli,Brooklyn,Greenpoint,40.73787,-73.95281,Entire home/apt,115,3,2,2019-02-18,0.32,1,0
30950765,great  Location with a fireplace balcony &rooftop,16105313,Debra,Manhattan,Midtown,40.74484,-73.98355,Entire home/apt,150,20,0,,,2,157
30981245,Huge Artistic Downtown Loft - Designer Furniture,17981316,Kasra,Manhattan,Civic Center,40.71324,-73.99881,Entire home/apt,410,3,0,,,1,18
30982372,Magnificent Industrial Chic 3 Bedroom Loft,228231975,Beny & Maria,Brooklyn,Williamsburg,40.71733,-73.96145,Entire home/apt,450,1,12,2019-07-01,2.79,1,334
30994310,Great Deal! Sunny 2 Bedroom in Greenpoint!,187487947,Diego,Brooklyn,Greenpoint,40.73344,-73.95653,Entire home/apt,100,1,26,2019-06-01,4.67,6,0
31025252,Gorgeous Room in Lux Apt: Prime Upper East!,184670155,James,Manhattan,Upper East Side,40.77564,-73.94551,Private room,100,1,10,2019-03-30,1.69,2,0
31028269,Spacious Sun-drenched two bedroom APT,5715157,Chafiq,Brooklyn,Clinton Hill,40.69303,-73.96196,Entire home/apt,200,1,19,2019-06-29,2.94,1,285
31042032,Columbia Univ Queen-bed in a Cozy Suite 5B,10415675,Yao & Rain,Manhattan,Harlem,40.82171,-73.95346,Private room,55,5,7,2019-06-01,1.09,7,154
31106961,Amazing apartment,93412728,Mor,Brooklyn,Williamsburg,40.71659,-73.95072,Private room,100,14,0,,,1,0
31193385,Haven for your Brooklyn Family/Friends Vacation!,4564774,Melanie,Brooklyn,Prospect-Lefferts Gardens,40.66069,-73.94732,Entire home/apt,120,2,15,2019-07-05,2.53,1,20
31207065,Nice Room in Sunnyside (15 min to Times Square),222886357,Grace,Queens,Sunnyside,40.73756,-73.91802,Private room,33,1,7,2019-06-16,1.11,2,0
31340666,Exclusive 1 bedroom apartment by time square nyc,22251283,Nir,Manhattan,Hell's Kitchen,40.7558,-73.99376,Entire home/apt,115,30,1,2019-02-15,0.21,4,50
31404481,Convenient nook,1495021,Lida,Queens,Sunnyside,40.73618,-73.92016,Private room,49,31,0,,,2,281
31444634,Wburg Duplex w/ Private Garden. Great for groups!,48392689,Ilan,Brooklyn,Williamsburg,40.71324,-73.95099,Entire home/apt,400,2,0,,,1,329
31458142,Huge studio in the heart of Kips Bay,235655558,Steph,Manhattan,Kips Bay,40.74343,-73.98147,Entire home/apt,140,1,3,2019-04-01,0.63,1,0
31465817,HIP & FUN PRIVATE / COZY BEDROOM 1 BLK FROM METRO,132908616,Federico,Brooklyn,Bushwick,40.70218,-73.92046,Private room,40,3,13,2019-07-03,2.95,2,51
31560410,Homey Studio just minutes from Time Square,21129281,Sy,Manhattan,Washington Heights,40.83899,-73.93979,Entire home/apt,70,5,10,2019-04-08,1.78,1,191
31626662,Beautiful Bed-Stuy Open Concept Garden Apartment,237107169,Cinthya,Brooklyn,Bedford-Stuyvesant,40.68425,-73.92443,Entire home/apt,136,2,18,2019-07-01,3.46,1,74
31647516,Elegant & bright 1 bedroom in West Village,237204047,Ryan,Manhattan,West Village,40.72963,-74.0033,Entire home/apt,250,2,11,2019-05-31,2.34,1,0
31704075,Cozy Manhattan Room,153793156,Erika,Manhattan,Morningside Heights,40.81633,-73.96069,Private room,50,2,15,2019-06-20,3.6,1,2
31711813,法拉盛花园独立屋Entire 3beds+Park mins go JFK Airport/NYC,44093954,Susan,Queens,Whitestone,40.78236,-73.82092,Entire home/apt,140,1,9,2019-06-07,1.64,1,204
31748955,Comfy Private bedroom in shared APT - Wyckoff Hosp,200927536,Manu,Brooklyn,Bushwick,40.70535,-73.91817,Private room,65,7,0,,,3,329
31794109,Adorable Hudson Yards Studio w/ Gym + Doorman by Blueground,107434423,Blueground,Manhattan,Chelsea,40.75194,-73.99501,Entire home/apt,243,30,0,,,232,1
31802275,Coral Harlem Studio,8895249,Kenya,Manhattan,Harlem,40.82297,-73.93948,Private room,54,2,12,2019-06-26,2.83,1,129
31861671,Hamilton Loft. 2Queen. priv bath. full kitchen,238750007,Hamilton,Manhattan,Harlem,40.82163,-73.94757,Entire home/apt,145,4,17,2019-07-01,3.09,3,265
31884808,Woodside with a view (9 minutes from midtown),49289095,John,Queens,Woodside,40.74395,-73.89984,Private room,75,1,0,,,1,138
31893504,Lovely Historic Garden Level Apartment,192741854,Bethany,Brooklyn,Bedford-Stuyvesant,40.68436,-73.93564,Entire home/apt,120,2,17,2019-06-23,3.75,2,214
31954232,LOCATION!!!!Beautiful 2 bedrooms appartement !!!,24425582,Artur,Brooklyn,Williamsburg,40.71301,-73.95845,Entire home/apt,128,2,13,2019-06-23,2.5,1,27
31997308,Cozy Studio,239906704,Adrian,Queens,Woodside,40.74286,-73.91076,Private room,120,2,0,,,1,365
32037535,Sumptuous floor through apartment in brownstone,212262028,R R,Brooklyn,Fort Greene,40.6882,-73.97651,Entire home/apt,160,3,13,2019-06-23,3.1,2,252
32138645,Renovated townhouse near trendy Bushwick hotspots,16954523,Tessa,Brooklyn,Bushwick,40.68754,-73.91231,Private room,55,7,4,2019-06-06,0.92,1,95
32165540,Spacious East Village Apartment,801538,Mike,Manhattan,East Village,40.7233,-73.98062,Entire home/apt,150,90,0,,,1,341
32165550,Your NY Home in a multicultural setting!,68959402,Santiago,Queens,Elmhurst,40.74685,-73.88626,Entire home/apt,70,1,8,2019-06-05,1.73,1,141
32225188,Sonder | Stock Exchange | Private 1BR + Lounge,219517861,Sonder (NYC),Manhattan,Financial District,40.70644,-74.01214,Entire home/apt,231,2,7,2019-05-13,1.69,327,347
32237493,Sonder | Stock Exchange | Serene 2BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.7065,-74.01171,Entire home/apt,404,2,15,2019-06-09,3.19,327,310
32240812,Sonder | Stock Exchange | Lovely 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.70619,-74.01065,Entire home/apt,214,2,5,2019-05-26,1.43,327,268
32241239,Sun drenched modern stylish 2 bedroom apt near all,241945355,Clement & Rose,Brooklyn,Flatlands,40.63129,-73.92748,Entire home/apt,165,2,5,2019-06-19,1.58,2,365
32326698,Washington Suite at Incentra Village Hotel,241889662,Incentra,Manhattan,West Village,40.73672,-74.00539,Private room,999,1,3,2019-07-01,2.43,5,329
32364475,TIMES SQUARE!!! COZY PRIVATE ROOM  (for up to 3)!,97131241,Marccelo Gabriel,Manhattan,Theater District,40.76282,-73.98236,Private room,115,1,27,2019-06-23,5.79,1,94
32427478,Brooklyn home,243556325,Sa,Brooklyn,Bensonhurst,40.61268,-73.98857,Entire home/apt,100,30,0,,,1,312
32470732,New Renovate in 2019 & Everything is New,19303369,Hiroki,Manhattan,Inwood,40.8647,-73.92353,Private room,29,30,0,,,37,1
